customer_id,age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
CUST355236,41,Male,Single,Graduate,39982.1,Government,13.5,Government,Own,0.0,2,0,0.0,0.0,1324.07,5757.03,1500.15,Yes,6666.31,570,127778.61,32065.59,Education EMI,160719.04,14,High_Risk,15619.28
CUST366846,42,Male,Single,Post Graduate,70523.89,Government,9.3,Government,Own,0.0,7,4,14344.95,9450.45,6291.91,17297.74,1895.32,No,0.0,437,1176256.66,542187.9,Education EMI,146109.86,13,Not_Eligible,12455.93
CUST156423,38,Female,Single,Graduate,31764.3,Private,2.3,Large Corporate,Rented,5908.92,2,0,0.0,0.0,3134.84,6086.74,2621.18,Yes,2586.43,519,54552.84,12531.41,Personal Loan EMI,264700.9,30,Not_Eligible,7011.8
CUST485143,31,Female,Married,Post Graduate,97290.06,Self-employed,1.9,Not Applicable,Rented,31440.82,7,5,8823.66,0.0,9848.97,24280.86,7144.49,Yes,8885.43,573,84320.09,48323.35,Personal Loan EMI,422264.14,33,Not_Eligible,3780.28
CUST262196,37,Male,Married,Post Graduate,140167.8,Private,2.9,SME,Family,0.0,4,2,4184.39,0.0,15000.0,15991.54,8405.45,No,0.0,648,370720.72,140883.66,Personal Loan EMI,487762.83,38,Eligible,50000.0
CUST383620,40,Female,Single,Post Graduate,67796.39,Private,6.5,Government,Family,0.0,5,3,17542.07,0.0,3342.72,16002.27,2629.73,No,0.0,484,728238.3,124762.05,Personal Loan EMI,222857.37,28,Not_Eligible,15834.44
CUST286041,29,Female,Single,Post Graduate,53068.65,Self-employed,4.9,Not Applicable,Family,0.0,2,0,0.0,0.0,1882.35,6594.01,5118.53,No,0.0,532,98508.89,20476.56,Vehicle EMI,435747.07,51,High_Risk,24204.21
CUST428083,43,Male,Married,Graduate,42882.34,Government,8.0,Government,Family,0.0,4,2,7381.92,0.0,4064.82,14181.43,1226.98,Yes,7932.48,481,277899.59,115703.37,Home Appliances EMI,77277.14,10,Not_Eligible,4654.51
CUST158661,36,Male,Married,High School,21764.15,Private,6.1,Large Corporate,Family,0.0,4,3,8813.07,0.0,1185.32,12311.16,1577.95,No,0.0,416,108943.97,42738.44,Vehicle EMI,278475.83,38,Not_Eligible,500.0
CUST493606,34,Female,Married,Post Graduate,49795.36,Government,2.5,Government,Rented,12332.87,4,3,5766.91,0.0,1500.88,10859.57,2455.8,No,0.0,578,186960.97,56082.15,Personal Loan EMI,228131.47,32,High_Risk,10547.23
CUST175224,41,Female,Married,Graduate,27456.94,Private,8.8,Startup,Rented,9398.42,4,3,4915.86,0.0,1965.42,8186.28,1938.55,Yes,4235.54,484,156174.42,47909.66,Education EMI,137333.38,17,Not_Eligible,500.0
CUST406008,34,Female,Single,Graduate,73972.03,Private,3.7,Startup,Family,0.0,5,3,9706.01,0.0,3984.34,13700.15,7016.64,Yes,6250.43,602,331828.8,179637.51,Personal Loan EMI,325700.03,37,Eligible,18924.19
CUST255952,58,Male,Married,Graduate,81339.67,Self-employed,2.2,Not Applicable,Own,0.0,3,2,0.0,0.0,4626.25,10462.71,4859.86,Yes,14419.69,549,181471.57,23961.9,Home Appliances EMI,121240.62,26,High_Risk,23256.2
CUST298899,53,Female,Single,Graduate,61939.51,Government,4.0,Government,Rented,16242.51,4,2,0.0,24452.38,3314.68,13977.9,5262.34,Yes,17689.52,645,171825.98,66373.57,E-commerce Shopping EMI,49032.64,14,Eligible,500.0
CUST174880,35,Female,Married,Professional,112903.25,Private,2.3,Large Corporate,Family,0.0,3,1,1530.42,0.0,7369.2,11303.57,10981.18,Yes,14872.96,557,392970.02,231480.81,Personal Loan EMI,409785.87,43,High_Risk,40547.49
CUST209457,32,Female,Single,High School,34461.95,Government,9.3,Government,Rented,6767.74,3,0,0.0,0.0,3672.62,6089.28,1992.75,Yes,10176.98,476,184529.75,26533.29,E-commerce Shopping EMI,39247.55,10,Not_Eligible,3634.87
CUST174753,40,Female,Single,Graduate,78156.41,Private,3.2,Startup,Family,0.0,4,2,6409.57,0.0,2618.69,13986.92,5944.14,No,0.0,498,298698.86,54474.22,Home Appliances EMI,86507.88,14,Not_Eligible,26724.23
CUST485988,27,Female,Single,High School,39199.69,Private,5.0,Startup,Family,0.0,8,5,8237.15,0.0,1658.26,16337.41,3384.17,Yes,8936.67,476,130498.68,76559.04,Vehicle EMI,696648.87,32,Not_Eligible,500.0
CUST444491,45,Female,Single,Graduate,45259.46,Government,8.2,Government,Family,0.0,2,0,0.0,0.0,5171.18,7486.7,1972.01,No,0.0,590,673230.77,175943.15,E-commerce Shopping EMI,47939.78,12,High_Risk,23357.17
CUST436614,33,Female,Single,Professional,27531.3,Private,4.6,MNC,Own,0.0,2,0,0.0,0.0,982.59,6232.6,1632.38,No,0.0,527,258287.92,134403.8,Education EMI,95270.55,27,High_Risk,11259.3
CUST256391,51,Male,Single,Post Graduate,50441.24,Self-employed,5.6,Not Applicable,Family,0.0,3,1,0.0,0.0,4653.95,10289.0,1108.97,Yes,4571.37,467,361363.72,197012.72,E-commerce Shopping EMI,50373.32,14,Not_Eligible,16525.88
CUST479271,45,Female,Married,Post Graduate,62293.05,Private,2.8,Large Corporate,Own,0.0,2,1,4226.02,0.0,6401.83,7754.71,1382.02,No,0.0,693,253336.13,134689.69,Personal Loan EMI,377131.58,44,Eligible,27758.24
CUST404081,42,Male,Married,Graduate,40530.44,Private,3.2,Government,Own,0.0,6,4,8323.52,0.0,4804.7,12055.13,2311.56,Yes,4261.72,482,196669.72,61446.16,Vehicle EMI,317836.82,48,Not_Eligible,4611.19
CUST308973,35,Female,Single,Professional,57838.43,Government,11.5,Government,Own,0.0,5,2,5842.88,0.0,2019.27,16636.45,3078.69,No,0.0,618,712760.21,251848.44,E-commerce Shopping EMI,36837.31,12,Not_Eligible,18365.77
CUST107357,39,Male,Married,Graduate,43823.04,Self-employed,8.8,Not Applicable,Rented,13898.7,2,0,0.0,0.0,3293.5,5289.04,1049.97,Yes,8907.61,602,171568.48,78084.44,Personal Loan EMI,270374.48,23,Not_Eligible,6223.46
CUST409492,25,Male,Single,Post Graduate,33611.41,Private,3.0,MNC,Own,0.0,3,0,0.0,0.0,1530.76,10506.54,1991.68,No,0.0,610,103266.94,48653.18,Personal Loan EMI,148097.91,29,Eligible,12972.14
CUST461504,35,Female,Single,High School,43970.25,Government,0.7,Government,Rented,6818.66,3,1,5037.66,0.0,4019.92,11102.62,2917.7,No,0.0,548,52410.49,24807.23,Personal Loan EMI,392551.57,43,Not_Eligible,7925.2
CUST207322,34,Male,Single,Graduate,43911.63,Private,3.3,SME,Own,0.0,3,1,4545.63,0.0,2370.51,11118.28,2698.44,Yes,11265.78,526,165902.87,20929.23,Vehicle EMI,622912.35,26,Not_Eligible,7355.31
CUST250690,60,Female,Married,Graduate,42095.81,Private,8.8,Large Corporate,Own,0.0,5,3,0.0,15151.31,4083.4,10918.33,4185.91,Yes,9817.99,601,298550.97,62583.8,Education EMI,201825.58,31,Not_Eligible,500.0
CUST499929,35,Female,Single,High School,56171.87,Private,1.1,Government,Own,0.0,4,2,8457.78,0.0,5866.48,8427.12,2030.66,No,0.0,535,172807.33,69776.41,Personal Loan EMI,429960.59,25,High_Risk,15383.27
CUST325344,44,Female,Married,Post Graduate,59779.24,Private,3.4,Government,Family,0.0,4,3,8576.11,0.0,2648.19,13693.12,1636.25,No,0.0,524,196168.55,56155.47,Vehicle EMI,290184.16,22,High_Risk,17893.96
CUST387127,36,Female,Single,Professional,68662.91,Private,1.2,Startup,Own,0.0,6,4,10154.15,0.0,7543.4,14483.83,2517.48,No,0.0,553,193524.54,76985.83,Vehicle EMI,436819.1,42,High_Risk,17354.95
CUST399532,33,Male,Single,Professional,111534.2,Private,6.1,Large Corporate,Own,0.0,3,1,3871.91,0.0,10610.75,9745.9,5774.12,No,0.0,515,957324.34,284009.96,E-commerce Shopping EMI,110547.51,10,High_Risk,45450.13
CUST201968,41,Female,Single,Professional,117072.34,Government,11.6,Government,Own,0.0,3,0,0.0,0.0,13507.14,11179.22,10839.7,No,0.0,699,1770117.08,769278.16,Personal Loan EMI,527405.13,25,Eligible,50000.0
CUST409415,52,Male,Married,Graduate,61518.03,Private,5.5,Large Corporate,Own,0.0,1,0,0.0,0.0,1861.97,4437.31,3985.04,Yes,18176.69,474,413324.9,52885.88,Personal Loan EMI,373178.29,25,Not_Eligible,19014.54
CUST374229,60,Female,Married,Graduate,83278.63,Government,5.2,Government,Family,0.0,2,0,0.0,0.0,7911.63,8047.75,5986.91,No,0.0,508,504654.86,62555.81,Vehicle EMI,674464.97,62,High_Risk,34027.53
CUST288889,32,Male,Single,Graduate,112594.54,Self-employed,10.0,Not Applicable,Rented,20157.99,5,2,3410.24,0.0,9728.48,17610.36,7506.73,No,0.0,620,1206545.89,309465.19,Personal Loan EMI,429394.21,38,Eligible,30119.35
CUST334990,39,Female,Married,Post Graduate,115877.59,Private,6.3,Large Corporate,Own,0.0,2,0,0.0,0.0,3830.51,7610.17,4205.75,No,0.0,457,451569.42,121758.64,Home Appliances EMI,106329.08,25,Not_Eligible,50000.0
CUST110391,27,Male,Married,Graduate,93757.89,Self-employed,5.0,Not Applicable,Rented,22276.07,6,4,11843.39,0.0,4855.99,17540.32,7000.03,No,0.0,632,192427.6,109544.07,Education EMI,207349.6,25,Eligible,15842.58
CUST481552,49,Male,Married,Graduate,38846.56,Government,6.1,Government,Rented,9739.85,6,4,14993.69,20220.29,4231.19,17262.78,1137.34,Yes,8650.67,582,158252.86,46335.1,Vehicle EMI,240204.57,52,Not_Eligible,500.0
CUST147050,25,Female,Single,Graduate,135068.09,Private,1.3,Government,Own,0.0,4,1,4427.78,0.0,5994.28,12840.88,12931.02,No,0.0,589,577537.28,332497.14,Home Appliances EMI,171349.2,28,High_Risk,50000.0
CUST115997,40,Female,Single,Graduate,29953.28,Government,2.5,Government,Own,0.0,5,2,7495.03,0.0,1611.55,18092.89,1422.72,No,0.0,543,49314.06,21981.16,Education EMI,162673.42,13,Not_Eligible,769.23
CUST251689,39,Female,Single,Graduate,74119.15,Government,6.3,Government,Rented,20851.73,6,3,9975.5,0.0,5273.25,22172.96,7112.61,No,0.0,625,145489.82,63787.55,Home Appliances EMI,127191.62,14,Not_Eligible,6138.96
CUST165775,35,Male,Married,Professional,92689.08,Private,13.0,SME,Rented,21931.88,4,3,4881.83,0.0,5226.28,11560.18,4664.65,No,0.0,527,1381441.95,247450.18,Personal Loan EMI,389890.96,33,High_Risk,25216.82
CUST415636,41,Male,Married,High School,19235.38,Private,2.7,MNC,Own,0.0,3,2,4986.32,0.0,830.36,6193.47,934.69,Yes,1808.06,567,110186.12,53915.16,E-commerce Shopping EMI,44526.35,6,Not_Eligible,2565.02
CUST166445,31,Male,Married,Graduate,25588.59,Self-employed,3.2,Not Applicable,Family,0.0,4,2,6632.14,0.0,1070.59,8860.34,1334.88,No,0.0,455,150876.77,25692.12,Home Appliances EMI,57545.95,22,Not_Eligible,3613.06
CUST397708,54,Male,Married,Post Graduate,99279.28,Government,8.0,Government,Own,0.0,3,2,0.0,0.0,4210.71,8944.43,8175.65,Yes,16810.47,676,336058.57,84239.79,Education EMI,302316.77,37,Eligible,41376.61
CUST224359,36,Male,Single,Graduate,73125.49,Private,6.0,SME,Family,0.0,7,5,7767.93,0.0,8432.17,20207.5,1471.61,No,0.0,601,506215.79,222197.35,Personal Loan EMI,223365.82,40,Eligible,19699.38
CUST300302,28,Female,Married,Graduate,32001.37,Private,6.0,MNC,Family,0.0,2,0,0.0,0.0,1982.4,6031.69,981.18,Yes,8203.57,506,134572.82,52797.96,Vehicle EMI,535732.57,25,Not_Eligible,8856.43
CUST325267,60,Male,Married,Graduate,64988.9,Private,17.6,Large Corporate,Family,0.0,3,2,0.0,17595.89,7554.18,10142.71,6301.31,Yes,18113.54,624,838717.65,345343.88,E-commerce Shopping EMI,56398.42,15,Not_Eligible,3060.03
CUST356016,50,Male,Married,Post Graduate,73938.98,Government,12.8,Government,Family,0.0,3,2,0.0,19805.2,8099.77,10782.68,4125.85,Yes,13333.78,504,695537.05,298756.36,Personal Loan EMI,398693.75,43,High_Risk,10993.63
CUST184221,35,Female,Single,Post Graduate,39461.48,Self-employed,4.8,Not Applicable,Own,0.0,4,1,2285.92,0.0,1639.51,12198.35,2579.01,No,0.0,515,354187.61,98006.75,Education EMI,179963.29,26,High_Risk,10851.74
CUST205092,25,Male,Single,Graduate,24896.32,Private,2.2,MNC,Rented,4637.81,5,2,10319.0,0.0,1847.15,15090.54,2192.78,No,0.0,412,53568.77,10394.62,Education EMI,118778.11,29,Not_Eligible,500.0
CUST105283,48,Female,Single,Graduate,19246.21,Private,5.2,Government,Family,0.0,5,3,10191.95,0.0,2118.97,14806.07,1922.25,Yes,2538.85,501,58628.92,18792.53,Vehicle EMI,420545.62,28,Not_Eligible,500.0
CUST136761,56,Female,Single,Graduate,147827.1,Government,19.6,Government,Own,0.0,9,6,0.0,0.0,4766.71,33977.84,7026.48,Yes,29848.9,699,2000000.0,1000000.0,Personal Loan EMI,459527.87,25,Eligible,48847.77
CUST286379,35,Female,Single,High School,20942.86,Self-employed,2.5,Not Applicable,Family,0.0,4,2,8513.3,0.0,2458.79,11272.19,1288.84,No,0.0,485,53743.07,23886.11,Education EMI,164708.36,30,Not_Eligible,500.0
CUST273193,34,Male,Married,Post Graduate,122444.48,Government,3.9,Government,Family,0.0,6,4,13969.12,0.0,3700.17,15257.76,6519.6,Yes,21426.09,605,392492.57,212708.63,E-commerce Shopping EMI,99757.45,11,Eligible,35762.73
CUST384329,39,Male,Married,Post Graduate,118712.96,Private,16.2,MNC,Own,0.0,6,5,8732.03,0.0,13086.39,14078.07,4342.61,No,0.0,703,2000000.0,1000000.0,Vehicle EMI,657876.91,40,Eligible,50000.0
CUST356115,39,Female,Single,Post Graduate,45690.06,Government,3.3,Government,Rented,15132.78,5,2,9122.0,0.0,1946.61,14819.0,1026.99,Yes,12422.57,598,38873.2,23309.73,Vehicle EMI,348831.02,48,Not_Eligible,500.0
CUST341148,41,Female,Single,Graduate,40763.13,Private,12.0,Startup,Rented,8896.7,2,0,0.0,0.0,1885.29,6093.91,999.8,Yes,11555.38,552,196927.8,56082.03,Home Appliances EMI,59878.49,17,High_Risk,6542.36
CUST172414,37,Male,Married,High School,40689.66,Private,9.8,Government,Own,0.0,5,3,6198.82,0.0,3350.79,17003.24,4054.73,No,0.0,542,476583.0,81230.94,Education EMI,140119.23,26,High_Risk,5164.75
CUST399650,48,Male,Married,High School,30261.33,Private,4.8,MNC,Rented,6337.47,6,4,10642.41,24694.23,1377.88,15527.13,1614.41,Yes,1916.66,491,81802.99,42605.57,Home Appliances EMI,39308.27,10,Not_Eligible,500.0
CUST453393,46,Male,Single,Graduate,28394.23,Private,1.7,SME,Family,0.0,3,1,5507.99,0.0,1549.09,11040.57,1535.67,No,0.0,446,60962.59,6682.21,Vehicle EMI,479684.54,52,Not_Eligible,4519.22
CUST255944,40,Female,Single,Graduate,33486.09,Self-employed,1.1,Not Applicable,Own,0.0,3,1,2150.93,0.0,2870.42,6754.12,1621.31,No,0.0,581,123642.89,43263.27,E-commerce Shopping EMI,77590.53,15,High_Risk,8900.71
CUST287087,31,Female,Single,High School,40996.4,Private,4.7,Startup,Own,0.0,8,6,12634.37,0.0,3445.38,20707.09,3658.84,No,0.0,472,233094.85,50745.61,Personal Loan EMI,204981.09,16,Not_Eligible,500.0
CUST222367,53,Male,Married,High School,28793.8,Private,4.4,Large Corporate,Family,0.0,7,5,0.0,10020.56,2065.69,19829.57,1835.58,Yes,4630.73,501,35505.71,19959.18,E-commerce Shopping EMI,39969.52,7,Not_Eligible,500.0
CUST170124,32,Female,Married,Post Graduate,65926.43,Self-employed,2.1,Not Applicable,Family,0.0,3,1,5650.97,0.0,4670.71,8496.88,4104.49,No,0.0,489,222350.25,68406.5,Vehicle EMI,470887.07,38,Not_Eligible,21308.19
CUST351036,33,Male,Married,Graduate,75776.05,Government,6.1,Government,Rented,18675.18,3,1,4932.74,0.0,5094.67,9092.13,1753.41,Yes,4852.55,606,485578.76,276825.8,Personal Loan EMI,428782.11,29,High_Risk,20682.62
CUST224753,45,Male,Married,High School,22346.09,Government,6.5,Government,Own,0.0,7,6,7668.14,23394.42,1052.86,20166.86,1797.75,No,0.0,678,240235.47,65028.57,Education EMI,96101.3,12,Not_Eligible,500.0
CUST229312,46,Male,Single,Graduate,61978.51,Private,15.8,SME,Own,0.0,5,2,3551.39,10774.21,4785.0,18624.52,2058.78,Yes,7132.36,574,624257.27,233438.13,Vehicle EMI,469742.12,56,High_Risk,9682.06
CUST476276,42,Male,Married,Post Graduate,83393.74,Government,0.9,Government,Own,0.0,5,4,7820.29,0.0,8439.35,15599.71,3610.98,No,0.0,674,254699.24,131934.65,Education EMI,187529.44,14,Eligible,28334.2
CUST303287,31,Male,Married,Graduate,38715.44,Private,6.5,SME,Rented,6080.04,3,1,4245.34,0.0,3397.24,9219.1,2837.88,No,0.0,628,388052.4,69852.27,Vehicle EMI,314425.16,37,High_Risk,8020.68
CUST220243,30,Male,Single,Post Graduate,49358.41,Private,8.0,Large Corporate,Family,0.0,5,2,8692.4,0.0,3313.07,15064.76,3164.11,Yes,10661.14,636,375115.98,87051.0,Vehicle EMI,378674.01,51,Not_Eligible,4801.91
CUST217464,47,Female,Single,Professional,62629.17,Self-employed,11.8,Not Applicable,Own,0.0,4,2,4996.9,0.0,7165.08,13170.38,5914.86,Yes,3355.15,499,980355.8,463174.87,Vehicle EMI,695093.56,52,Not_Eligible,14113.16
CUST499000,37,Male,Single,High School,66839.18,Private,9.7,Startup,Own,0.0,3,1,5054.71,0.0,5021.99,8019.64,5771.67,Yes,9025.43,571,1005368.23,446177.49,Personal Loan EMI,264112.18,37,High_Risk,22140.59
CUST486316,38,Male,Single,Post Graduate,96009.71,Private,3.2,SME,Own,0.0,4,2,7630.51,0.0,3384.77,14269.49,7412.03,No,0.0,611,493598.38,287963.98,Home Appliances EMI,146911.42,23,Eligible,36755.43
CUST292004,33,Female,Married,Post Graduate,38469.82,Private,8.8,MNC,Rented,10606.45,4,3,17431.11,0.0,3948.33,14204.98,3060.19,Yes,3636.33,437,173612.91,89795.51,Education EMI,167695.02,24,Not_Eligible,500.0
CUST445002,54,Male,Married,Professional,80154.46,Self-employed,5.4,Not Applicable,Own,0.0,4,2,0.0,0.0,3271.89,14776.04,6014.89,No,0.0,481,396132.94,168666.22,Vehicle EMI,498614.57,52,Not_Eligible,30344.25
CUST349984,41,Female,Single,Graduate,80033.69,Self-employed,18.8,Not Applicable,Rented,12491.35,2,0,0.0,0.0,8929.99,7784.53,4433.22,No,0.0,675,563881.29,272978.5,Vehicle EMI,501727.43,25,Eligible,28205.08
CUST414728,40,Male,Single,Professional,79542.82,Private,18.0,Startup,Own,0.0,4,2,3068.73,0.0,5735.91,12576.0,6683.48,No,0.0,654,2000000.0,637733.43,E-commerce Shopping EMI,65697.58,13,Eligible,32732.36
CUST267355,31,Male,Single,Post Graduate,89654.98,Private,5.5,MNC,Family,0.0,3,1,3270.65,0.0,9705.21,8903.25,3462.74,Yes,18684.45,650,276315.72,114519.98,Education EMI,248408.3,18,Eligible,27466.62
CUST146509,32,Female,Single,Post Graduate,75583.57,Private,3.4,SME,Rented,21503.6,4,1,1715.07,0.0,7758.23,12684.36,7009.28,No,0.0,517,189074.44,53887.62,Vehicle EMI,469504.06,54,High_Risk,15391.65
CUST250192,44,Female,Married,Graduate,57627.07,Private,0.8,Government,Family,0.0,5,4,17400.41,0.0,3383.56,13102.98,2218.6,Yes,7201.86,354,157697.12,66079.08,Education EMI,158695.56,13,Not_Eligible,5960.62
CUST494019,37,Female,Single,Graduate,69271.63,Private,6.8,Government,Family,0.0,3,1,3850.65,0.0,3926.49,7912.66,5303.62,No,0.0,649,406063.58,128954.81,E-commerce Shopping EMI,78879.18,14,Eligible,27644.51
CUST270244,33,Male,Single,High School,27292.65,Self-employed,3.3,Not Applicable,Rented,5908.62,4,1,4927.55,0.0,1637.57,14526.14,2458.55,No,0.0,577,30985.39,5931.64,Home Appliances EMI,100491.7,25,Not_Eligible,500.0
CUST384124,31,Female,Single,Post Graduate,93437.23,Private,7.2,Startup,Own,0.0,3,0,0.0,0.0,9541.14,9142.47,3916.46,Yes,22546.57,559,869582.36,118611.17,E-commerce Shopping EMI,90056.37,15,High_Risk,27954.82
CUST435180,52,Female,Single,Post Graduate,73484.12,Private,5.1,Government,Family,0.0,6,3,0.0,0.0,4034.36,21361.17,7343.93,Yes,10516.42,566,599236.56,83276.2,E-commerce Shopping EMI,69668.52,14,High_Risk,16668.12
CUST418958,43,Female,Single,Graduate,65219.27,Private,14.1,Startup,Rented,21577.12,5,2,9966.55,0.0,4860.4,11790.0,1592.46,No,0.0,536,1051403.86,389165.5,Personal Loan EMI,295977.22,32,High_Risk,9560.27
CUST274246,31,Female,Single,Post Graduate,67227.33,Private,8.9,MNC,Own,0.0,4,2,3547.76,0.0,3148.22,14675.06,4236.86,No,0.0,591,1000631.21,368736.42,Home Appliances EMI,80008.45,20,High_Risk,27430.82
CUST182116,27,Male,Single,Post Graduate,47796.15,Private,0.1,Startup,Family,0.0,2,0,0.0,0.0,3309.09,7248.99,1211.04,No,0.0,446,28625.85,15746.91,Education EMI,228018.15,21,Not_Eligible,18263.88
CUST199463,29,Male,Married,High School,29894.92,Private,0.7,Startup,Rented,7858.91,4,2,5322.73,0.0,3534.91,9752.81,2697.72,No,0.0,425,31994.09,6766.06,Personal Loan EMI,407761.14,43,Not_Eligible,500.0
CUST299177,32,Male,Single,Graduate,42993.48,Private,2.8,SME,Family,0.0,5,2,9511.7,0.0,1419.26,13181.09,2638.07,No,0.0,564,239742.55,49126.96,Personal Loan EMI,360076.31,25,Not_Eligible,9784.76
CUST452458,34,Female,Single,Post Graduate,114739.22,Private,6.9,,Rented,38883.78,5,2,11531.14,0.0,12708.84,17222.89,5134.41,No,0.0,599,852439.99,511136.07,Vehicle EMI,557396.64,25,Not_Eligible,18466.25
CUST264251,40,Male,Married,Post Graduate,36170.71,Private,2.3,Large Corporate,Family,0.0,5,3,15468.89,0.0,3515.94,9769.09,3092.75,Yes,7215.09,439,22213.53,8902.65,Education EMI,196143.78,18,Not_Eligible,500.0
CUST114382,49,Male,Married,Professional,153156.81,Self-employed,4.6,Not Applicable,Own,0.0,1,0,0.0,0.0,13406.55,6102.8,5967.34,No,0.0,543,988459.6,473571.65,E-commerce Shopping EMI,139312.51,20,High_Risk,50000.0
CUST139734,30,Male,Single,Graduate,39787.14,Private,3.5,Government,Rented,7062.98,5,3,5004.41,0.0,1432.38,12931.8,1690.2,Yes,5899.45,550,29850.3,16136.15,Personal Loan EMI,177105.6,36,Not_Eligible,3374.22
CUST245944,37,Female,Single,Graduate,77791.43,Private,11.8,SME,Family,0.0,3,1,2435.58,0.0,5052.91,11538.2,5825.24,No,0.0,677,1254478.67,648927.8,Personal Loan EMI,384575.0,27,Eligible,33615.24
CUST290055,39,Female,Single,Post Graduate,68763.07,Private,3.6,Government,Family,0.0,2,0,0.0,0.0,7257.29,6187.63,4083.43,No,0.0,497,340924.04,77503.6,Education EMI,175012.41,26,Not_Eligible,31593.59
CUST410464,35,Male,Single,High School,36767.15,Private,9.1,Startup,Rented,9378.88,5,2,5223.18,0.0,2583.01,17666.46,1913.53,No,0.0,621,383772.14,79856.0,Vehicle EMI,287180.45,50,Not_Eligible,500.0
CUST493002,27,Female,Single,High School,33440.84,Private,5.0,SME,Rented,6129.61,2,0,0.0,0.0,2840.98,6216.54,2371.76,No,0.0,594,229471.82,107599.0,Education EMI,131241.49,27,High_Risk,10288.65
CUST291409,25,Male,Single,Graduate,53685.61,Self-employed,3.0,Not Applicable,Rented,10190.04,5,2,8050.52,0.0,4566.52,13914.54,1109.99,No,0.0,473,199903.04,115183.85,Vehicle EMI,483694.57,46,Not_Eligible,7724.75
CUST492514,34,Female,Single,Post Graduate,117662.37,Private,6.0,Government,Own,0.0,3,1,4067.43,0.0,8975.48,12446.47,3294.89,No,0.0,620,955387.66,178335.36,E-commerce Shopping EMI,79020.33,11,Eligible,50000.0
CUST433254,34,Male,Married,Graduate,58622.21,Private,2.9,SME,Own,0.0,2,1,4695.5,0.0,3618.6,6208.46,2890.07,Yes,6069.85,614,346109.38,92310.25,Vehicle EMI,571522.99,38,Eligible,22774.58
CUST210984,38,Female,Married,Graduate,39867.88,Private,4.1,MNC,Own,0.0,5,3,11545.58,0.0,2350.18,14232.54,1474.36,Yes,9937.4,555,243855.63,90932.55,Home Appliances EMI,146974.7,17,Not_Eligible,500.0
CUST314509,42,Male,Single,Post Graduate,67393.51,Private,12.2,Large Corporate,Rented,14183.51,5,2,4243.04,0.0,4382.69,16980.78,2194.22,Yes,8995.77,543,499660.26,212942.64,E-commerce Shopping EMI,52414.29,15,High_Risk,9302.14
CUST282077,35,Male,Single,High School,15000.0,Self-employed,3.0,Not Applicable,Family,0.0,3,0,0.0,0.0,1265.8,8792.89,810.06,Yes,946.97,453,66614.19,37844.87,E-commerce Shopping EMI,47727.32,15,Not_Eligible,1836.66
CUST306470,37,Male,Married,Graduate,43561.06,Private,2.5,Government,Own,0.0,2,1,2779.93,0.0,1937.5,7130.43,4132.25,No,0.0,509,162080.46,65077.01,Vehicle EMI,583701.85,57,High_Risk,15548.21
CUST224265,25,Male,Married,Graduate,22918.48,Private,3.0,MNC,Rented,4040.31,4,2,10680.77,0.0,1064.8,12424.57,957.82,No,0.0,514,119130.49,20791.63,Education EMI,200045.57,17,Not_Eligible,500.0
CUST314628,35,Male,Married,Post Graduate,62191.87,Private,4.7,Large Corporate,Own,0.0,2,1,5933.46,0.0,2865.57,7690.32,3896.59,No,0.0,542,209867.68,54778.56,Personal Loan EMI,249710.95,28,High_Risk,23843.32
CUST413471,27,Female,Single,Graduate,32127.14,Self-employed,3.6,Not Applicable,Rented,8706.29,8,6,17801.25,0.0,1249.5,15770.07,2072.82,No,0.0,569,41851.89,23043.31,Education EMI,120503.96,22,Not_Eligible,500.0
CUST470459,37,Female,Married,Graduate,37608.17,Private,13.2,Large Corporate,Own,0.0,4,3,11228.59,0.0,3786.34,9138.98,2733.13,Yes,11209.54,598,234081.32,96348.28,Education EMI,164585.2,30,Not_Eligible,500.0
CUST470981,46,Male,Single,Graduate,54144.34,Private,2.5,Large Corporate,Own,0.0,3,0,0.0,0.0,5793.4,9987.14,5131.88,No,0.0,573,104619.95,26932.04,Vehicle EMI,374361.07,48,High_Risk,19514.45
CUST454301,35,Male,Single,Post Graduate,105675.17,Private,4.3,Government,Own,0.0,6,4,14418.42,0.0,6175.18,21622.03,5469.99,No,0.0,594,862018.24,146461.91,Vehicle EMI,711257.24,56,High_Risk,30227.78
CUST143539,41,Male,Single,Professional,72024.28,Private,6.7,MNC,Rented,14106.91,7,5,15729.68,0.0,3735.67,16237.8,4196.32,Yes,4854.69,479,591939.38,240369.14,E-commerce Shopping EMI,80812.74,17,Not_Eligible,7005.26
CUST113872,29,Male,Single,Graduate,122682.4,Private,3.7,Startup,Own,0.0,4,1,5221.46,0.0,4452.01,13672.3,3271.51,Yes,26270.3,552,312759.45,129321.68,Vehicle EMI,913498.05,34,High_Risk,41891.93
CUST415801,35,Female,Single,High School,23102.75,Private,4.2,Government,Rented,6479.7,3,0,0.0,0.0,1654.71,7816.97,1176.9,No,0.0,572,80771.92,37976.58,E-commerce Shopping EMI,22711.49,6,High_Risk,3820.61
